id,date,user,pc,filename,activity,to_removable_media,from_removable_media,content
{L6Y2-E2BL26XR-5916WIFG},01/05/2010 14:01:45,AME1490,PC-1624,R:\AME1490\LX6VWHR6.pdf,File Delete,False,True,"25-50-44-46-2D The two species also differ in the configuration of the inner back corner of the lower molars. The upper molars are triangular teeth bearing a number of distinct small cusps, particularly on the second upper molar, and with wrinkled enamel. Eventually, as many as 400 men arrived at the fort, which they plundered for liquor and other provisions. British forces placed there would expose the colonial forces in Boston to attack from the rear."
{P3T8-O7OB50IA-5608YYIB},01/04/2010 12:39:55,JAB3656,PC-3146,R:\54R44g6\O679SYR2.doc,File Copy,True,False,"D0-CF-11-E0-A1-B1-1A-E1 Composed of twelve short stories first published in magazines, the novel is loosely based on the life of Terhune's real-life rough collie, Lad. The thief escapes, but is later apprehended by the police while being treated for his bites. Critics, however, gave it more mixed reviews. The BBC reported in October 2005 that the AA Motoring Trust estimated that 1 car in every 250 entering the charging zone was displaying false plates. In total, the rate of fall in CO2 has been almost 20% as of 2007."
{D6G6-K6CV53TI-9549XKKL},01/04/2010 11:14:05,ZHF1006,PC-8447,R:\ZHF1006\JON6N30G.doc,File Delete,False,True,"D0-CF-11-E0-A1-B1-1A-E1 The inward being, meanwhile, contains what Lambert calls ""the material substance of thought"", and serves as the true life into which he gradually moves throughout the novel. In May 1832, Balzac suffered a head injury when his tilbury carriage crashed in a Parisian street. An exhaust pipe resembling an extremely small funnel was fitted so that heat could be supplied within the ship. The barbettes for the 406 mm (16 inch) guns were in place, but no turrets or weapons had been mounted, so the holes in the main deck were covered with a mesh-like material."
{H5C9-J7QR19SX-6268VYYQ},01/06/2010 11:20:50,UKS1465,PC-2696,R:\38N25Y6\ACIKV7UP.doc,File Copy,False,True,"D0-CF-11-E0-A1-B1-1A-E1 Shortly after 8:30 the pre-dreadnought battleships of Rear Admiral Mauve's II Battle Squadron were spotted and fire switched to them. By 6:35 Beatty was following the 3rd BCS as they were steering east-southeast, leading the Grand Fleet, and continuing to engage Hipper's battlecruisers to their southwest. ""Partners in Crime"" features several actors returning to the series. His only shot that required stunts was when he catches Miss Foster's sonic pen, a shot that took several takes to perfect."
{D6E3-H8ZO41JO-3107UTMX},01/07/2010 11:38:43,EZB3892,PC-8030,C:\58HG4x2\AN1LQSA7.pdf,File Open,False,False,"25-50-44-46-2D She describes the ideal society in these terms: individuals, supported by cohesive families, connect with others through rational sympathy. With this sentence, she calls into question Burke's gendered definitions; convinced that they are harmful, she argues later in the Rights of Men: The past, for Wollstonecraft, is a scene of superstition, oppression, and ignorance."" Capita was also the company that won the 'Most Invasive Company' award in the Privacy International 2003 Big Brother Awards. However an independent report six months after the charge was implemented suggested that businesses were then supporting the charge."
{C4Q8-G1AZ54LS-4294TRSN},01/05/2010 13:07:49,JCL0446,PC-6384,R:\85V8zD4\2DPB89PP.pdf,File Delete,False,True,"25-50-44-46-2D Salmonids found in the Rogue River downstream of Lost Creek Lake include Coho salmon, spring and fall Chinook salmon, and summer and winter steelhead. In 1897, the department established a post office near the confluence of the Rogue and the Illinois rivers, {convert|8|mi|km} downriver from Illahe. The fishing industry fed demands for salmon in the growing cities of Portland and San Francisco and for canned salmon in England. Shah reportedly approached the Berlin Zoo with a purported ?3.5 million film deal. Animal welfare organizations in Germany initially accused the Berlin Zoo of negligence, claiming that Knut died of stress caused by being forced to share his enclosure with three female polar bears."
{L2W0-P0IG33RB-5119YOAQ},01/03/2010 13:22:09,WRF3534,PC-7714,R:\96G8Gt4\FHFKDVZQ.exe,File Write,True,False,"4D-5A-90-00-03-00-00-00-04-00-00-00-FF-FF-00-00-B8-00-00-00-00-00-00-00-40-00 The nasal bones are short, not extending further back than the lacrimals, and the premaxillaries extend about as far back as the nasals. On the upper first and second molar, the outer and inner valleys between the cusps and crests do not interpenetrate. The bony palate is relatively short. In response to Roe v. Wade, most states enacted or attempted to enact laws limiting or regulating abortion, such as laws requiring parental consent for minors to obtain abortions, parental notification laws, spousal mutual consent laws, spousal notification laws, laws requiring abortions to be performed in hospitals but not clinics, laws barring state funding for abortions, laws banning intact dilation and extraction (also known as partial-birth abortion), laws requiring waiting periods before abortion, or laws mandating women read certain types of literature and watch a fetal ultrasound before undergoing an abortion. The late Harry Blackmun, author of the Roe opinion, was a determined advocate for the decision."
{P6S2-V4TY10TM-7339OXEE},01/04/2010 09:43:54,RAA1455,PC-7117,R:\84q4JP4\4U1K8FEB.doc,File Delete,False,True,"D0-CF-11-E0-A1-B1-1A-E1 As it had only arrived in early 1945, the division missed participating in the third major airborne operation conducted by the Allies, Operation Market Garden. Field Marshal Bernard Montgomery, commanding the British 21st Army Group devised a plan to allow the forces under his command to breach the Rhine, which he entitled Operation Plunder, and which was subsequently authorized by Eisenhower."
{I2T4-U5RP47MP-7256MYML},01/05/2010 15:02:29,AIJ3995,PC-5503,R:\648LT79\IO8BOG8K.doc,File Delete,False,True,"D0-CF-11-E0-A1-B1-1A-E1 Harvey assessed the project would cost Rogers $5,000 with out their permission or consent, and this estimate was far less than what engineers advising the Rogers businessmen believed the cost would be. The group built large obelisks, listing the names of the benefactors, along the routes and trails that it sponsored. To connect the AO&W and the Monte Ne, a track would have to be laid from Hazelwood, Arkansas on the AO&W to Lowell; the Frisco line was in the way and they would not allow a connection. Harvey's land purchase in Silver Springs coincided with a desire by the local postmaster to change the name of the area, because it was often confused with Siloam Springs, Arkansas. In April, Harvey began seeking industries to move to Monte Ne, but few actually did."
{C4O3-W9PQ79YS-4144PYVV},01/07/2010 10:50:05,BJV2631,PC-8293,R:\25Zz973\866RKMOO.jpg,File Copy,False,True,FF-D8 
{F3F5-L7CW93RV-6217FXEL},01/07/2010 05:15:44,DLM2440,PC-5815,R:\6SA4QNUH.doc,File Open,False,True,"D0-CF-11-E0-A1-B1-1A-E1 Thermographs at several locations on Johnson Creek in 1992 recorded maximum average weekly water temperatures higher than {convert|18|?C|?F} in June, July, and August, and an absolute maximum temperature of {convert|24|?C|?F}. Common species in the 21st century include Crow, Robin, Starling, Song Sparrow, Bewick's Wren, House Finch, Cedar Waxwing, Violet-green Swallow, Belted Kingfisher, Great Blue Heron, Mallard, Wood Duck, Bushtit, Black-capped Chickadee, raccoon, opossum, nutria, and moles."
{E4O4-M9EW10RL-5793GBQF},01/04/2010 15:32:45,BDJ3326,PC-6252,R:\2AS2WDLE.pdf,File Delete,False,True,"25-50-44-46-2D One of the key decisions Robson made during his brief tenure at Barcelona was the US$19.5 million signing of Ronaldo, who was influential in a season when Barcelona won the Spanish Cup, Spanish Super Cup and European Cup Winners' Cup. From 1991 onwards he suffered recurrent medical problems with cancer, and in March 2008, put his name and efforts into the Sir Bobby Robson Foundation, a cancer research charity. Because no unit-redesignation orders accompanied the reorganization orders, the unit's formal name remained the Maryland and Virginia Rifle Regiment despite significant variations from the unit's original 1776 configuration. A few enlisted men of the regiment who escaped from their captors within the short chaotic period following the battle augmented this remaining active force, which continued to serve with the Main Army."
{V0B8-K2KZ18SH-1413PPPS},01/06/2010 08:23:47,ILY3152,PC-2436,R:\5JQ4MSJO.txt,File Delete,False,True,"4B-51-4B-35 The following season Dover again reached the play-offs but lost in the semi-final to Hastings United, after which Walker did not have his contract renewed and was replaced by former Gillingham manager Andy Hessenthaler. The stadium's modern capacity is 6,500, with 1,000 seats and 4,900 spectators under cover. Their small mass together with the high temperatures explain why the corona extends as far as 50 000 km or two Uranian radii from the planet. Recent observation also discovered that cloud features on Uranus have a lot in common with those on Neptune."
{M8J4-N6GG54TL-3019FPDS},01/06/2010 11:33:05,NJS2498,PC-3448,R:\NJS2498\BOQP0C3V.doc,File Delete,False,True,"D0-CF-11-E0-A1-B1-1A-E1 The many letters in the novel written by Lambert are also based on Balzac's life. The essay discusses the philosophy of Swedenborg and others, although Balzac did not explore many of the metaphysical concepts until much later in his life. Whereas many Balzac stories focus on the external world, Louis Lambert examines many aspects of the thought process and the life of the mind. Pauline, meanwhile, is described as ""the angel"" and ""Angel-woman"". In 1829 he finally released a novel under his own name, titled Les Chouans; it was a minor success, though it did not earn the author enough money to relieve his considerable debt."
{L0R7-I6PP47VI-0707ONEY},01/07/2010 10:27:12,LJC0191,PC-9361,R:\32WfP51\X9DLZTAR.doc,File Copy,True,False,"D0-CF-11-E0-A1-B1-1A-E1 He was elected county judge of Bourbon County, a post he held until his death in 1877. Hawes was also chosen master commissioner of the circuit court in 1866. Richard Hawes (February 6, 1797 - May 25, 1877) was a United States Representative from Kentucky and the second Confederate Governor of Kentucky. Hawes began his political career in 1828 when he was elected as a Whig to represent Clark County, Kentucky in the Kentucky House of Representatives."
{J0X5-T1FN51PH-6935EWCS},01/05/2010 17:02:09,LRS2996,PC-4651,R:\51N43G6\ILV8BGYF.doc,File Write,True,False,"D0-CF-11-E0-A1-B1-1A-E1 In another memo, Steinbeck noted that the pathos of Suzy being a prostitute had given much of the dramatic tension to the scene in which Doc rejects Suzy, and later, her rejection of him. Mr. Rodgers and Mr. Hammerstein in a minor key"". The IJN routinely broadcast the location and intended route of convoys under its protection, and decrypting these messages allowed Allied naval commanders to alert submarines in the vicinity of convoys. Intelligence from the intercepted radio signals was used to guide the submarine {USS|Jack|SS-259|6} toward the convoy, and she made contact with it off the northwest coast of Luzon on the morning of 26 April."
{B8J8-V0VF42XW-6307KXGL},01/03/2010 14:09:57,TJS3067,PC-5461,R:\TJS3067\UC61FYGH.txt,File Copy,True,False,"47-58-51-4C Following the punt, Virginia Tech reciprocated by also going three and out. Humes again rushed the ball, and as time ran out in the third quarter, picked up enough ground for the first down. When the final college football polls of the season were released, USC was voted number one by a large margin, though three voters in the Associated Press poll voted Auburn first. With time in the quarter running out, Virginia Tech fielded the post-score kickoff and executed a quick series of plays, gaining a first down before time ran out. In a defensive struggle, Auburn earned a 16-13 victory despite a late-game rally by Virginia Tech."
{P2Y3-L4FI48OJ-7975QHQA},01/04/2010 12:52:30,NGP0549,PC-3662,R:\NGP0549\TIOD71R7.doc,File Copy,False,True,"D0-CF-11-E0-A1-B1-1A-E1 The architectural historian Sir Nikolaus Pevsner compared the college unfavourably to the designs of the Danish architect Arne Jacobsen for St Catherine's College, Oxford, construction of which began in 1960 (the year that Nuffield College was completed): St Catherine's, in his view, was ""the most perfect piece of architecture of 20th-century Oxford"" and made Nuffield ""look even more absurd"". Only a compromise would suit ""a 20th century donor with an industrial background who sighs for romance, a committee of economists who are after results [and] the governing committee of a University steeped in its tradition"". A sub-committee, consisting of three heads of Oxford colleges (Sir William Beveridge from University College; Alfred Emden from St Edmund Hall; and Linda Grier from Lady Margaret Hall), was appointed to choose the architect; Emden appears to have played the major part in the group's work. The last 35 new battle tanks were in 1989 ordered by Cyprus and the last new variant vehicles, a batch of twenty GCTs, in 1994 by France. As production of the AMX-30E ended in 1979, the Spanish Army was already looking for a modernization program to improve the quality of the tank's mobility."
{M5F6-J9MY20GU-1764PTVN},01/07/2010 09:18:08,WGC1081,PC-4113,C:\I1BSVSIE.pdf,File Open,False,False,"25-50-44-46-2D His novel Testosterone was adapted to a film of the same name, though it was not a financial success. He went on to say, ""I just wanted to explore the conflicts between gays and Latinos and gays and blacks ... the real feelings [and the] misapprehensions of each other. Initially, symptoms are gastrointestinal in nature and include colicky abdominal pain, with watery diarrhea and vomiting which may lead to dehydration, and, in severe cases, hypotension, tachycardia, hypoglycemia, and acid-base disturbances. In coastal California, for example, A. phalloides is associated with coast live oak but not with the various coastal pine species, such as Monterey pine."
{M0B1-L3XE85KN-7191NKEP},01/06/2010 11:39:37,HIP0148,PC-3393,R:\HIP0148\X1AECVTZ.zip,File Open,False,True,"50-4B-03-04-14 It is estimated that the average energy content of food rations dropped from about 1,750 calories a day during the 1940-1942 period, to between 1,150 and 1,460 during the next period. Among them was a large group of civilians arrested by the Germans after the failure of the Warsaw Uprising, but by the liberation not more than 500 of them were still alive. While DEST rented the quarries at Mauthausen from the city of Vienna in 1938, the company bought its first lots of land at nearby Gusen already on 25 May 1938. Although the plan was abandoned, the prisoners feared that the SS might want to massacre the prisoners by other means."
{I0A3-E8PD19HK-8049LTSL},01/04/2010 18:06:31,BNF1110,PC-0619,R:\GMR44TQJ.doc,File Delete,False,True,"D0-CF-11-E0-A1-B1-1A-E1 One of the 35th Division's three infantry regiments was detached from the division in early April and sent to the Palau islands, arriving there later that month without loss. These explanations included the increase in radio signals at the time the convoy sailed being detected by Allied radio traffic analysts, a Japanese officer in Manila accidentally divulging information and Allied spies working on the Manila waterfront radioing messages about the convoy's composition and departure. This ""extraordinary intelligence coup"" was passed to the relevant commands on 2 May and the USN positioned submarines to ambush the Japanese ships. The Take Ichi convoy suffered a devastating submarine attack on 6 May. On that day, {USS|Gurnard|SS-254|6} intercepted the Japanese ships in the Celebes Sea near the northeastern tip of Celebes."
{S5H4-E7RB71IO-2404UKOS},01/06/2010 13:51:40,AKD0272,PC-4599,R:\F0HRU3QZ.doc,File Copy,False,True,"D0-CF-11-E0-A1-B1-1A-E1 A study of the mineral contents of various edible mushrooms found that C. micaceus contained the highest concentration of potassium in the 34 species tested, close to half a gram of potassium per kilogram of mushroom. A 1962 publication reported the presence of the biologically active indole compound tryptamine in C. micaceus, although the concentration was not determined. Despite Der Spiegel reporting on 30 April 2007 that Knut was ""steadily getting less cute"" as he increased in age, Knut continued to bring in record crowds to the zoo that summer. ""Knut needs an audience,"" Robke stated."
{W4R8-I6GM14GV-6122DFZM},01/06/2010 22:42:16,OJT3599,PC-9436,R:\J4CG5Z4Y.doc,File Write,True,False,"D0-CF-11-E0-A1-B1-1A-E1 These were either accidental poisonings or assassination plots. In west Asia it has been reported from North forests of Iran. The fund was never needed for another Hawai{okina}i hurricane, and it was stopped in 2000 when insurance companies returned to the island. It was also one of two Category 4 hurricanes to strike the United States that year, as Andrew made landfall in Florida as a Category 5 just a few weeks earlier."
{X8V5-I4GG07GF-9455BXNC},01/04/2010 13:49:34,ACG3819,PC-6177,R:\246XP69\0D03CSZH.doc,File Copy,True,False,"D0-CF-11-E0-A1-B1-1A-E1 The terms of the agreement required the Americans to release an equal number of British prisoners. Forster, whose forces were somewhat reduced as some of the Indians had returned to their homes, had negotiated a prisoner exchange with Sherburne and Butterfield."
{J1O6-V2YD13QN-5227WRMD},01/05/2010 14:34:59,NQO2712,PC-0856,R:\NQO2712\76WJ8JXH.doc,File Copy,False,True,"D0-CF-11-E0-A1-B1-1A-E1 The torn peridium exposes the internal gleba. The edibility of the fruit bodies of Agaricus deserticola is not known definitively, and there are conflicting opinions in the literature. Later in 1911, the King and Queen travelled to India for the Delhi Durbar, where they were presented to an assembled audience of Indian dignitaries and princes as the Emperor and Empress of India on 12 December 1911. On 18 December 1913, he shot over a thousand pheasants in six hours at the home of Lord Burnham, although even he had to acknowledge that ""we went a little too far"" that day."
{W3K5-H1EM12HX-4250XLIR},01/06/2010 10:01:54,SHP1418,PC-1385,R:\991gZq8\HJ1T90W7.doc,File Delete,False,True,"D0-CF-11-E0-A1-B1-1A-E1 ""On one hand, it's [the ocean] this big organic toilet. Snarled vocals, sci-fi lyrics, and the usual molten lava flow of guitars burn another crater where your ears used to be."
{O9V6-W8UF12XF-8084VPKM},01/06/2010 10:36:13,HQF1912,PC-4388,R:\I9P76U49.pdf,File Write,True,False,"25-50-44-46-2D His request was granted, but he only found one colleague willing to vote with him against blaming Southerners for the war. Following this, he studied law, was admitted to the bar in 1847, and commenced practice at Cadiz. From the Early to the Late Pleistocene, a prehistoric species of Black Vulture, Coragyps occidentalis, known as the Pleistocene Black Vulture or - somewhat in error - the ""Western Black Vulture"", occurred across the present species' range. The timing of Black Vultures' breeding season varies with the latitude at which they live."
{H4V8-B4EG68AP-7729FEHD},01/04/2010 09:02:26,HCS2401,PC-3353,R:\65XnF71\X0KCSVSB.doc,File Delete,False,True,"D0-CF-11-E0-A1-B1-1A-E1 In 736, only two years later, K'ak' Tiliw Chan Yopaat received a visit from Wamaw K'awiil, the high king of distant Calakmul, while Copan was one of Tikal's oldest allies. When the greatest king of Copan, Uaxaclajuun Ub'aah K'awiil or ""18-Rabbit"", was defeated, he was captured and then sacrificed in the Great Plaza at Quirigua. The ship was renamed USAHS Charles A. Stafford after Captain Charles A. Stafford of the U.S. Army Medical Corps, who was killed during the air raid on Broome, Western Australia, while participating in the evacuation of Java on 3 March 1942. By 1939, Siboney, still on the New York-Cuba-Mexico route, sported a new paint scheme of ""dove grey"" hull and black funnels with white markings to reflect this change in name."
{A6H9-E8AC25BX-7204VGIU},01/07/2010 11:44:33,DKD2409,PC-2397,C:\PH430GU9.doc,File Open,False,False,"D0-CF-11-E0-A1-B1-1A-E1 The springs have very little chemical pollution, and low turbidity. Native species in this area include Cutthroat and Rainbow trout. Road construction and logging can cause severe erosion, leading to high levels of sedimentation and turbidity. The Butte Falls Fish Hatchery, located near Butte Falls, raises Coho and Chinook salmon, and Rainbow Trout. The Western Cascades compose the western two thirds of the watershed."
{W5G8-U3XQ78ED-8931TBVW},01/04/2010 08:26:49,OJT3599,PC-9436,R:\OJT3599\GDZBR9P9.doc,File Copy,False,True,"D0-CF-11-E0-A1-B1-1A-E1 Instead of using their own web page, the band streamed it in MPEG-4 form on Apple's website. While waiting for the commercial release of Yankee Hotel Foxtrot, Wilco agreed to support R.E.M. collaborator Scott McCaughey for an album release by The Minus 5. After turning to the north, Iniki struck the island of Kaua{okina}i on September 11 at peak intensity; it had winds of 145 mph (235 km/h), and was a Category 4 hurricane on the Saffir-Simpson Hurricane Scale. Despite the massive destruction, complete darkness, water shortage, unsanitary conditions and overcrowding a spirit of cooperation prevailed."
{O8W0-S7KB86BU-2712IOFD},01/05/2010 13:14:08,PNH1444,PC-6885,R:\55C6Lp4\GVPXBH8O.doc,File Delete,False,True,"D0-CF-11-E0-A1-B1-1A-E1 Letters in the Earl of Kincardine's papers show that William Bruce was in exile in Rotterdam during the 1650s with his cousin, Alexander Bruce, brother of the Earl of Kincardine. He may have attended St Andrews University in 1637-1638, which would suggest that his birth date was as early as 1625. Roger Pratt's Coleshill House of 1660 is often cited as a model for Bruce's Kinross House. Bruce also worked on his own property at Balcaskie, Fife, which he bought in 1665, and which does survive intact, although with later alterations. Alexander Bruce and Moray were founder members of the Royal Society in 1660, and it is likely that architecture featured in their discussions, particularly the new town hall in Maastricht that Moray had recently advised on."
{B0H3-W5LM53ED-3579SRGE},01/05/2010 15:29:37,CMP2946,PC-9447,R:\CMP2946\5B9H2HT1.doc,File Open,False,True,"D0-CF-11-E0-A1-B1-1A-E1 This was different from conventional travel literature of the time, insofar as it present more than a mere collection of data - it also demonstrated coherent, colourful and reliable ethnographical facts that resulted from detailed and sympathetic observation. However, Forster did not want to have his writing corrected ""like a theme of a School-boy,"" and stubbornly refused any compromise in this direction."
{V6E9-Z9SM72YD-4315BGDR},01/04/2010 13:19:53,SIS3576,PC-7467,R:\16Z3w95\Y4HM6SAD.pdf,File Delete,False,True,"25-50-44-46-2D The Tigers, their offense again on the field, began running out the clock again. His 34 receptions were 10 more than he earned in his first three seasons combined. At his home in Caulfield, Victoria on 19 March 1949, he died suddenly of heart failure at the age of 67. Born in the Victorian town of Highton, Newland joined the Australian military in 1899 and saw active service during the Second Boer War."
{R9U6-Y3IJ64NV-5718UPYU},01/05/2010 18:01:26,NJS2498,PC-3448,R:\617ZxB8\JW8TIYL9.doc,File Delete,False,True,"D0-CF-11-E0-A1-B1-1A-E1 However, several Muslim scouts were discovered by scouts from the caravan and Abu Sufyan made a hasty turn towards Yanbu. Muslim losses are commonly listed at fourteen killed, about 4% of their engaged forces. Many of the Quraishi nobles, including Amr ibn Hisham, Walid ibn Utba, Shaiba, and Umayah ibn Khalaf, joined the Meccan army."
{W5D0-P3ZV23CH-1160GOML},01/05/2010 07:10:47,OAP2825,PC-0824,R:\72RD8b2\YL5CX3U7.doc,File Delete,False,True,"D0-CF-11-E0-A1-B1-1A-E1 Two RKO productions starring Robert Mitchum take film noir over the border into self-parody: The Big Steal (1949), directed by Don Siegel, and His Kind of Woman (1951).{Ref label|B|b|none} The ""Girl Hunt"" ballet in Vincente Minnelli's The Band Wagon (1953) is a ten-minute distillation of-and play on-noir in dance. While it is hard to draw a line between some of the noir films of the early 1960s such as Blast of Silence (1961) and Cape Fear (1962) and the noirs of the late 1950s, new trends emerged in the post-classic era. The film was directed by Richard Fleischer, who two decades before had directed several strong B noirs, including Armored Car Robbery (1950) and The Narrow Margin (1952). Critics, however, gave it more mixed reviews. Further Adventures of Lad, which includes the stories of his arrival at the Place and his death, was published in George H. Doran in 1922."
{X0K8-Q6XO38YW-1503OXUH},01/07/2010 09:44:04,SRB2600,PC-8661,R:\SRB2600\7DTKN9T5.doc,File Open,False,True,"D0-CF-11-E0-A1-B1-1A-E1 Hypotheses for this discrepancy include the destruction of comets due to tidal stresses, impact or heating; the loss of all volatiles, rendering some comets invisible, or the formation of a non-volatile crust on the surface. Models by Julio Angel Fernandez suggest that the scattered disc, which is the main source for periodic comets in the Solar System, might also be the primary source for Oort cloud objects. In a medium, light usually does not propagate at a speed equal to c; further, different types of light wave will travel at different speeds. In imperial units this speed is approximately 186,282 miles per second."
{C3X5-S9UZ49QI-7049VOLK},01/05/2010 10:38:44,SJM3805,PC-5827,R:\ONP3P0F8.pdf,File Copy,False,True,"25-50-44-46-2D The present bridge, an unadorned steel cantilever bridge designed by Sir Pierson Frank, was opened in 1940. Wandsworth Bridge crosses the River Thames in west London. When Cobb and Edwards tried to sell the card on eBay in 2002, a Newport, Kentucky attorney filed a police report against the two men because he believed the card was a reprint that was stolen from his office months earlier. Copperfield had Gretzky sign the card, then Copperfield proceeded to tear the card into four pieces, then restoring the card, and magically removing the signature."
{F4Y6-Y5OV17RL-5333VPZY},01/06/2010 14:13:50,TJD0106,PC-6916,R:\TJD0106\ONBYUSEE.doc,File Open,False,True,"D0-CF-11-E0-A1-B1-1A-E1 In general, ""Monkey Gone to Heaven"" received a positive critical reaction. The two violins play a melody throughout, accompanied by a piano in the background. Improvements to the arena included better sound and lighting systems, remodeled club house and press rooms, and the addition of a medical center. The city of Oslo funded the Games entirely, in exchange for keeping all the revenue generated."
{W7M9-U8FO44PV-8916ZAOA},01/06/2010 10:07:23,MTP2675,PC-5798,R:\G65BR6X7.doc,File Open,False,True,"D0-CF-11-E0-A1-B1-1A-E1 From 1862 Smetana was largely occupied with opera and, apart from a few short pieces, did not return to purely orchestral music before beginning Ma vlast in 1872. After placing Zofie with Katerina's mother, Smetana spent time with Liszt in Weimar, where he was introduced to the music of the comic opera Der Barbier von Bagdad, by Liszt's pupil Peter Cornelius. He confided to his journal that he wanted ""to become a Mozart in composition and a Liszt in technique""."
{U5G7-O5JI36WL-3316MNPI},01/03/2010 09:18:19,AKB2312,PC-0937,R:\1L4DGDIS.jpg,File Delete,False,True,FF-D8 
{J7F2-H6NP80BY-2413YMLA},01/06/2010 13:39:54,MGM0569,PC-5366,C:\416Dt89\PBIKRKFL.txt,File Open,False,False,"45-41-50-49 Author Miyuki Miyabe wrote the novel because of her appreciation of the game. An interim design of the game shows Ico and Yorda facing horned warriors similar to those that take Ico to the castle. Movie director Guillermo del Toro (Pan's Labyrinth) has cited both Ico and Shadow of the Colossus as ""masterpieces"" and part of his directorial influence."
{E4C9-X8FM40SI-8158ZHFG},01/06/2010 09:53:03,KAG2599,PC-1649,R:\A7C45OYK.doc,File Open,False,True,"D0-CF-11-E0-A1-B1-1A-E1 At 07:30, a French Indochinese counterattack scattered the mutineers; two hours later, order was re-established in Yen Bai. The condemned men cried ""Viet Nam!"" as the guillotine fell. In late 1929, the party was weakened by an internal split. A small group of VNQDD fighters escaped Giap's assault and retreated to a mountainous enclave along the Sino-Vietnamese border, where they declared themselves to be the government of Vietnam, with little effect. The rebels had intended to split into three groups: the first group was to infiltrate the infantry, kill French NCOs in their beds and raise support among Vietnamese troops; the second, supported by the VNQDD civilians, was to break into the post headquarters; and the third group would enter the officers' quarters."
{C9Z5-W8AO12QG-9570AZAF},01/06/2010 11:26:25,DHL2219,PC-8257,R:\DHL2219\8GIDEL0Y.txt,File Copy,False,True,"33-4C-39-51 After another billion years all surface water will have disappeared and the mean global temperature will reach 70 ?C (158 ?F). Earth has at least five co-orbital asteroids, including 3753 Cruithne and 2002 AA29. Because much of the heat is provided by radioactive decay, scientists believe that early in Earth history, before isotopes with short half-lives had been depleted, Earth's heat production would have been much higher. Earthquakes, volcanic activity, mountain-building, and oceanic trench formation can occur along these plate boundaries."
{K9C7-A6OR67NN-5008SOOQ},01/07/2010 11:48:19,APP2488,PC-1629,R:\APP2488\BU7YF40H.doc,File Copy,False,True,"D0-CF-11-E0-A1-B1-1A-E1 By 6:35 Beatty was following the 3rd BCS as they were steering east-southeast, leading the Grand Fleet, and continuing to engage Hipper's battlecruisers to their southwest. Her secondary armament consisted of sixteen BL 4-inch Mark VII guns, most of which were mounted in casemates. Instead, the 1948 Winter Olympics were held in St. Moritz, Switzerland. The 1952 Games featured one demonstration sport, bandy, but only three countries, all Scandinavian, competed in the tournament."
{Y1P4-U1IH55VW-3455IQSK},01/05/2010 13:25:36,SCL2577,PC-2272,R:\SCL2577\8V93G9QP.doc,File Copy,True,False,"D0-CF-11-E0-A1-B1-1A-E1 In the Descent of Man he mentioned the Fuegians and Edmonstone when arguing against ""ranking the so-called races of man as distinct species"". from apes. The second batch of ""Eastleigh Arthurs"" displaced the ex-K class tanks and ex-LBSCR H2 ""Atlantic"" 4-4-2 locomotives on the {stnlnk|Eastbourne} and {stnlnk|Bognor Regis} routes respectively. The first G14 to be rebuilt, No."
{L6K0-L7NZ29CA-5574YCLG},01/06/2010 09:37:26,ABH0349,PC-1019,R:\6DLOFP3F.doc,File Copy,False,True,"D0-CF-11-E0-A1-B1-1A-E1 In 1957-58 he was the club's top league goalscorer; his tally of 24 goals included four in a 5-1 win against Burnley. He died just under a year later. Despite press reports of interest from Arsenal, and the offer of a player-manager role by Southend United, Robson left Fulham in 1967 and accepted a three-year deal with Canada's Vancouver Royals. Treloar would typically work for six days each week, and normally stayed until late at night. Due to his absence from the Memorial, Treloar had only limited input into the design of its galleries and he was unable to attend its official opening in November 1941."
{A4U5-G0CH53XV-7129DIFZ},01/03/2010 14:29:54,DJS1127,PC-6321,C:\DJS1127\OAXXR2HD.doc,File Open,False,False,"D0-CF-11-E0-A1-B1-1A-E1 The hot springs adjacent to Mount Cayley have made the volcanic field a target for geothermal exploration. Here, at least 11 of them are situated on top of a long narrow mountain ridge and in adjacent river valleys. This resulted in the creation of a geologic map that showed the regional terrain and locations of the volcanoes. One study suggests that in South Africa, where C. micaceus is rare, it has been frequently confused with the similar-appearing C. truncorum, a more common species in that region. The purpose of the staggered basidia sizes is to facilitate the release of spores from the hymenium."
{J5Z2-I8KR81MM-9816YYSP},01/05/2010 15:19:14,KCM3235,PC-8522,R:\63wT3c2\SDRB7ESP.doc,File Write,True,False,"D0-CF-11-E0-A1-B1-1A-E1 Mantra-Rock Dance was a musical countercultural event held on January?29,?1967, at the Avalon Ballroom in San Francisco. After Prabhupada left, Janis Joplin took the stage, backed by Big Brother and the Holding Company, and continued the event with the songs ""The House of the Rising Sun"" and ""Ball 'n' Chain"" late into the night. Ginsberg welcomed Prabhupada onto the stage and spoke of his own experiences chanting the Hare Krishna mantra. To raise funds and gain supporters for the new temple and to popularize Prabhupada's teachings among the hippie and countercultural audience of the Haight-Ashbury scene, the team decided to hold a charitable rock concert and invited Prabhupada to attend."
{L7P1-Q4KF75PT-4392YIPT},01/06/2010 15:17:49,REJ2666,PC-9016,R:\RDDAB7N2.jpg,File Delete,False,True,FF-D8 
